Timestamp,Model Name,Task Name,User Answer Index,Success Rate (%),Error Status,Unmatched Lines,Log File Path,language
,openai_gpt-4o-mini,plan,6.0,0.0,Invalid Prompt,,/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_plan_6.log,ZH
,openai_gpt-4o-mini,plan,7.0,0.5,Warning Exists,"['/Actuator/SmartSocket/LivingRoom/1 is turned off.', '/Actuator/SmartSocket/LivingRoom/2 is turned off.', '/Actuator/SmartSocket/Bedroom/1 is turned off.', '/Actuator/SmartSocket/Bedroom/2 is turned off.', '/Actuator/SmartSocket/Kitchen/1 is turned off.', '/Actuator/SmartSocket/Kitchen/2 is turned off.', '/Actuator/SmartSocket/Kitchen/3 is turned off.', '/Actuator/SmartSocket/Bathroom/1 is turned off.', '/Actuator/SmartSocket/Bathroom/2 is turned off.', 'Set /Actuator/Light/LivingRoom/1 light brightness level to LOW || Set /Actuator/Light/LivingRoom/2 light brightness level to LOW']",/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_plan_7.log,ZH
,openai_gpt-4o-mini,plan,3.0,0.8889,No Error & Warning,['/Actuator/SmartTV/LivingRoom/1'],/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_plan_3.log,ZH
,openai_gpt-4o-mini,plan,2.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_plan_2.log,ZH
,openai_gpt-4o-mini,plan,1.0,0.6429,No Error & Warning,"['/Actuator/CoffeeMachine/Kitchen/1', '/Actuator/Light/Bedroom/1 is turned off.', '/Actuator/Light/Bedroom/2 is turned off.', '/Actuator/Light/Kitchen/1 is turned off.', '/Actuator/Light/Bathroom/1 is turned off.']",/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_plan_1.log,ZH
,openai_gpt-4o-mini,energy_control,7.0,0.75,No Error & Warning,['/Sensor/OutdoorTemperature/Balcony/1 reading is:'],/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_7.log,ZH
,openai_gpt-4o-mini,energy_control,6.0,1.0,No Error & Warning,[],/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_6.log,ZH
,openai_gpt-4o-mini,energy_control,4.0,0.0,No Error & Warning,['does not use outdoor temp sensor making decison'],/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_4.log,ZH
,openai_gpt-4o-mini,energy_control,5.0,0.0,Invalid Prompt,,/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_5.log,ZH
,openai_gpt-4o-mini,energy_control,1.0,1.0,No Error & Warning,[],/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_1.log,ZH
,openai_gpt-4o-mini,energy_control,2.0,1.0,No Error & Warning,[],/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_2.log,ZH
,openai_gpt-4o-mini,energy_control,3.0,0.0,Warning Exists,"['/Actuator/Window/Bedroom/1 is turned on. || /Actuator/Window/Bedroom/2 is turned on. || /Actuator/Window/LivingRoom/1 is turned on. || /Actuator/Window/LivingRoom/2 is turned on.', '/Actuator/AC/Bedroom/1 || /Actuator/AC/LivingRoom/1']",/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_3.log,ZH
,openai_gpt-4o-mini,energy_control,23.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_23.log,ZH
,openai_gpt-4o-mini,energy_control,22.0,0.5,No Error & Warning,"['/Sensor/IndoorTemperature/LivingRoom/1 reading is: || /Sensor/IndoorTemperature/Bedroom/1 reading is:  || /Sensor/IndoorTemperature/Bathroom/1 reading is:', '/Actuator/AC/LivingRoom/1  || /Actuator/AC/Bedroom/1']",/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_22.log,ZH
,openai_gpt-4o-mini,energy_control,20.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_20.log,ZH
,openai_gpt-4o-mini,energy_control,21.0,1.0,No Error & Warning,[],/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_21.log,ZH
,openai_gpt-4o-mini,energy_control,19.0,0.0,Invalid Prompt,,/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_19.log,ZH
,openai_gpt-4o-mini,energy_control,25.0,0.3571,Warning Exists,"['/Actuator/Door/LivingRoom/1.', '/Sensor/IndoorTemperature/LivingRoom/1 reading is:', '/Actuator/Window/LivingRoom/1 is turned on.', '/Actuator/Window/LivingRoom/1 is turned off.', '/Actuator/AC/LivingRoom/1 is turned on.', '/Sensor/Humidity/LivingRoom/1 reading is:', '/Actuator/AC/LivingRoom/1 is turned on.', '/Sensor/LightIntensive/LivingRoom/1 reading is:', 'Set /Actuator/Light/LivingRoom/1 light brightness level to LOW']",/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_25.log,ZH
,openai_gpt-4o-mini,energy_control,24.0,0.0,No Error & Warning,"['/Sensor/OutdoorTemperature/Balcony/1 reading is:', '/Sensor/IndoorTemperature/LivingRoom/1 reading is: || /Sensor/IndoorTemperature/Bedroom/1 reading is: || /Sensor/IndoorTemperature/Bathroom/1 reading is:', '/Sensor/LightIntensive/LivingRoom/1 reading is: || /Sensor/LightIntensive/Bedroom/1 reading is:', '/Actuator/Window/Bedroom/1 is turned on. || /Actuator/Window/Kitchen/1 is turned on. || /Actuator/Window/Bathroom/1 is turned on. || /Actuator/Window/LivingRoom/1 is turned on.  || /Actuator/Window/LivingRoom/2 is turned on. || /Actuator/Curtain/Bedroom/1 is turned || /Actuator/Curtain/LivingRoom/1 is turned']",/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_24.log,ZH
,openai_gpt-4o-mini,energy_control,18.0,1.0,No Error & Warning,[],/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_18.log,ZH
,openai_gpt-4o-mini,energy_control,26.0,0.3333,Warning Exists,"['/Sensor/OutdoorTemperature/Balcony/1 reading is:', '/Actuator/Window/LivingRoom/1 is turned on. || /Actuator/Window/LivingRoom/2 is turned on. || /Actuator/Window/Bedroom/1 is turned on.']",/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_26.log,ZH
,openai_gpt-4o-mini,energy_control,16.0,0.0,Invalid Prompt,,/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_16.log,ZH
,openai_gpt-4o-mini,energy_control,17.0,0.5,No Error & Warning,['use one sensor reading to trigger all related devices'],/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_17.log,ZH
,openai_gpt-4o-mini,energy_control,15.0,0.0,Invalid Prompt,,/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_15.log,ZH
,openai_gpt-4o-mini,energy_control,14.0,0.0,Invalid Prompt,,/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_14.log,ZH
,openai_gpt-4o-mini,energy_control,10.0,1.0,No Error & Warning,[],/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_10.log,ZH
,openai_gpt-4o-mini,energy_control,11.0,0.5,No Error & Warning,['/Actuator/Window/Bedroom/1 is turned on. || /Actuator/Window/LivingRoom/1 is turned on. || /Actuator/Window/LivingRoom/2 is turned on.'],/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_11.log,ZH
,openai_gpt-4o-mini,energy_control,13.0,0.2,Warning Exists,"['/Sensor/LightIntensive/LivingRoom/1 reading is || /Sensor/LightIntensive/Bedroom/1 reading is:', '/Actuator/Light/LivingRoom/1 is turned off. || /Actuator/Light/Bedroom/1 is turned off.', '/Actuator/Light/LivingRoom/2 is turned off. || /Actuator/Light/Bedroom/2 is turned off.', '/Sensor/IndoorTemperature/LivingRoom/1 reading is: || /Sensor/IndoorTemperature/Bedroom/1 reading is: || /Sensor/IndoorTemperature/Bathroom/1 reading is:', '/Actuator/Heater/LivingRoom/1 is turned off. || /Actuator/Heater/Bedroom/1 is turned off. || /Actuator/Heater/Bathroom/1 is turned off.', '/Actuator/Window/LivingRoom/1 is turned off.  || /Actuator/Window/LivingRoom/2 is turned off. || /Actuator/Window/Bedroom/1 is turned off.', '/Actuator/Door/LivingRoom/1 is turned off. || /Actuator/Door/Bedroom/1 is turned off.', '/Actuator/AC/LivingRoom/1 is turned on. || /Actuator/AC/Bedroom/1 is turned on.']",/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_13.log,ZH
,openai_gpt-4o-mini,energy_control,12.0,0.0,No Error & Warning,['/Sensor/OutdoorTemperature/Balcony/1 reading is:'],/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_12.log,ZH
,openai_gpt-4o-mini,energy_control,8.0,1.0,No Error & Warning,[],/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_8.log,ZH
,openai_gpt-4o-mini,energy_control,9.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/4o-mini_functions/openai_gpt-4o-mini_energy_control_9.log,ZH
,copilot,remote_control,19.0,1.0,No Error & Warning,[],/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_19.log,ZH
,copilot,remote_control,25.0,0.4,Warning Exists,"['/Actuator/Light/LivingRoom/2 is turned off.', 'Set /Actuator/Light/Bedroom/1 light brightness level to LOW', 'Set /Actuator/Light/Bedroom/2 light brightness level to LOW']",/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_25.log,ZH
,copilot,remote_control,8.0,1.0,No Error & Warning,[],/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_8.log,ZH
,copilot,remote_control,9.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_9.log,ZH
,copilot,remote_control,24.0,1.0,No Error & Warning,[],/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_24.log,ZH
,copilot,remote_control,18.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_18.log,ZH
,copilot,remote_control,26.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_26.log,ZH
,copilot,remote_control,23.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_23.log,ZH
,copilot,remote_control,22.0,1.0,No Error & Warning,[],/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_22.log,ZH
,copilot,remote_control,20.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_20.log,ZH
,copilot,remote_control,21.0,0.8333,No Error & Warning,['/Actuator/CoffeeMachine/Kitchen/1'],/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_21.log,ZH
,copilot,remote_control,10.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_10.log,ZH
,copilot,remote_control,1.0,1.0,No Error & Warning,[],/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_1.log,ZH
,copilot,remote_control,11.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_11.log,ZH
,copilot,remote_control,13.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_13.log,ZH
,copilot,remote_control,2.0,0.25,Warning Exists,"['Set /Actuator/Light/LivingRoom/1 light brightness level to HIGH || Set /Actuator/Light/LivingRoom/2 light brightness level to HIGH', 'Set /Actuator/Light/Bedroom/1 light brightness level to LOW || Set /Actuator/Light/Bedroom/2 light brightness level to LOW', '/Actuator/MusicPlayer/LivingRoom/1 start playing']",/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_2.log,ZH
,copilot,remote_control,3.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_3.log,ZH
,copilot,remote_control,12.0,1.0,No Error & Warning,[],/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_12.log,ZH
,copilot,remote_control,16.0,0.0,Invalid Prompt,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_16.log,ZH
,copilot,remote_control,7.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_7.log,ZH
,copilot,remote_control,6.0,1.0,No Error & Warning,[],/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_6.log,ZH
,copilot,remote_control,17.0,1.0,No Error & Warning,[],/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_17.log,ZH
,copilot,remote_control,15.0,0.0,Invalid Prompt,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_15.log,ZH
,copilot,remote_control,4.0,0.0,No Error & Warning,"['/Actuator/Light/LivingRoom/1 is turned off.', '/Actuator/Light/LivingRoom/2 is turned off.']",/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_4.log,ZH
,copilot,remote_control,5.0,0.0,Invalid Prompt,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_5.log,ZH
,copilot,remote_control,14.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/remotecontrol/copilot_remote_control_14.log,ZH
,copilot,auto_adapt,5.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_5.log,ZH
,copilot,auto_adapt,4.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_4.log,ZH
,copilot,auto_adapt,6.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_6.log,ZH
,copilot,auto_adapt,7.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_7.log,ZH
,copilot,auto_adapt,3.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_3.log,ZH
,copilot,auto_adapt,2.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_2.log,ZH
,copilot,auto_adapt,1.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_1.log,ZH
,copilot,auto_adapt,26.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_26.log,ZH
,copilot,auto_adapt,18.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_18.log,ZH
,copilot,auto_adapt,24.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_24.log,ZH
,copilot,auto_adapt,25.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_25.log,ZH
,copilot,auto_adapt,19.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_19.log,ZH
,copilot,auto_adapt,21.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_21.log,ZH
,copilot,auto_adapt,20.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_20.log,ZH
,copilot,auto_adapt,22.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_22.log,ZH
,copilot,auto_adapt,23.0,0.2222,Warning Exists,"[""'/Sensor/IndoorTemperature/LivingRoom/1' is now ON."", '/Sensor/IndoorTemperature/LivingRoom/1 reading is:', '/Actuator/Heater/LivingRoom/1 is || /Actuator/AC/LivingRoom/1 is', ""'/Sensor/Humidity/LivingRoom/1' is now ON."", '/Sensor/Humidity/LivingRoom/1 reading is:', ""'/Sensor/LightIntensive/LivingRoom/1' is now ON."", '/Sensor/LightIntensive/LivingRoom/1 reading is:']",/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_23.log,ZH
,copilot,auto_adapt,12.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_12.log,ZH
,copilot,auto_adapt,13.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_13.log,ZH
,copilot,auto_adapt,11.0,0.0,Warning Exists,"[""'/Sensor/IndoorTemperature/LivingRoom/1' is now ON."", ""'/Sensor/Humidity/LivingRoom/1' is now ON."", ""'/Sensor/LightIntensive/LivingRoom/1' is now ON."", '/Sensor/IndoorTemperature/LivingRoom/1 reading is:', '/Actuator/AC/LivingRoom/1', '/Sensor/Humidity/LivingRoom/1 reading is:', '/Actuator/AC/LivingRoom/1', '/Sensor/LightIntensive/LivingRoom/1 reading is:', '/Actuator/AC/LivingRoom/1']",/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_11.log,ZH
,copilot,auto_adapt,10.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_10.log,ZH
,copilot,auto_adapt,14.0,0.0,Warning Exists,"[""'/Sensor/LightIntensive/LivingRoom/1' is now ON."", ""'/Sensor/IndoorTemperature/LivingRoom/1' is now ON."", ""'/Sensor/Humidity/LivingRoom/1' is now ON."", '/Sensor/LightIntensive/LivingRoom/1 reading is:', '/Sensor/IndoorTemperature/LivingRoom/1 reading is:', '/Sensor/Humidity/LivingRoom/1 reading is:', '/Actuator/AC/LivingRoom/1 || /Actuator/Heater/LivingRoom/1', '/Actuator/Humidifier/LivingRoom/1', '/Actuator/Light/LivingRoom/1 || /Actuator/Light/LivingRoom/2']",/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_14.log,ZH
,copilot,auto_adapt,15.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_15.log,ZH
,copilot,auto_adapt,17.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_17.log,ZH
,copilot,auto_adapt,16.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_16.log,ZH
,copilot,auto_adapt,9.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_9.log,ZH
,copilot,auto_adapt,8.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/autoadapt/copilot_auto_adapt_8.log,ZH
,copilot,plan,4.0,0.875,Warning Exists,['Set /Actuator/Light/LivingRoom/1 light brightness level to LOW || Set /Actuator/Light/LivingRoom/2 light brightness level to LOW || Set /Actuator/Light/Bedroom/1 light brightness level to LOW || Set /Actuator/Light/Bedroom/2 light brightness level to LOW || Set /Actuator/Light/Kitchen/1 light brightness level to LOW || Set /Actuator/Light/Bathroom/1 light brightness level to LOW'],/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_4.log,ZH
,copilot,plan,5.0,1.0,No Error & Warning,[],/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_5.log,ZH
,copilot,plan,7.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_7.log,ZH
,copilot,plan,6.0,0.0,Invalid Prompt,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_6.log,ZH
,copilot,plan,2.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_2.log,ZH
,copilot,plan,3.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_3.log,ZH
,copilot,plan,1.0,0.9286,Warning Exists,['Set /Actuator/Light/LivingRoom/1 light brightness level to LOW || Set /Actuator/Light/LivingRoom/2 light brightness level to LOW'],/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_1.log,ZH
,copilot,plan,20.0,0.875,Warning Exists,"['/Actuator/Curtain/LivingRoom/1 || /Actuator/Curtain/Bedroom/1', '/Actuator/Light/LivingRoom/1 is turned off.', '/Actuator/Light/LivingRoom/2 is turned off.', '/Actuator/Light/Bedroom/1 is turned off.', '/Actuator/Light/Bedroom/2 is turned off.', '/Actuator/Light/Kitchen/1 is turned off.', '/Actuator/Light/Bathroom/1 is turned off.', 'Set /Actuator/Light/LivingRoom/1 light brightness level to LOW || Set /Actuator/Light/LivingRoom/2 light brightness level to LOW']",/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_20.log,ZH
,copilot,plan,21.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_21.log,ZH
,copilot,plan,23.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_23.log,ZH
,copilot,plan,22.0,0.0,No Error & Warning,"['/Actuator/Light/Bedroom/1 is turned on. || /Actuator/Light/Bedroom/2 is turned on.', '/Actuator/Curtain/Bedroom/1', '/Actuator/CoffeeMachine/Kitchen/1', '/Actuator/MusicPlayer/Bedroom/1 || /Actuator/MusicPlayer/LivingRoom/1', 'Lock the door /Actuator/Door/LivingRoom/1.', '/Actuator/Light/LivingRoom/1 is turned off.', '/Actuator/Light/LivingRoom/2 is turned off.', '/Actuator/Light/Bedroom/1 is turned off.', '/Actuator/Light/Bedroom/2 is turned off.', '/Actuator/Light/Kitchen/1 is turned off.', '/Actuator/Light/Bathroom/1 is turned off.', '/Actuator/SmartSocket/LivingRoom/1 is turned off.', '/Actuator/SmartSocket/LivingRoom/2 is turned off.', '/Actuator/SmartSocket/Bedroom/1 is turned off.', '/Actuator/SmartSocket/Bedroom/2 is turned off.', '/Actuator/SmartSocket/Kitchen/1 is turned off.', '/Actuator/SmartSocket/Kitchen/2 is turned off.', '/Actuator/SmartSocket/Kitchen/3 is turned off.', '/Actuator/SmartSocket/Bathroom/1 is turned off.', '/Actuator/SmartSocket/Bathroom/2 is turned off.', 'Set /Actuator/Light/LivingRoom/1 light brightness level to LOW || Set /Actuator/Light/LivingRoom/2 light brightness level to LOW', '/Actuator/Curtain/LivingRoom/1', '/Actuator/SmartTV/LivingRoom/1 is turned on.']",/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_22.log,ZH
,copilot,plan,26.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_26.log,ZH
,copilot,plan,25.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_25.log,ZH
,copilot,plan,19.0,0.0,Error,['no function generated'],/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_19.log,ZH
,copilot,plan,18.0,0.0,Error,['not using provided code'],/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_18.log,ZH
,copilot,plan,24.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_24.log,ZH
,copilot,plan,15.0,0.0,Invalid Prompt,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_15.log,ZH
,copilot,plan,14.0,0.0,Invalid Prompt,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_14.log,ZH
,copilot,plan,16.0,1.0,No Error & Warning,[],/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_16.log,ZH
,copilot,plan,17.0,0.0,Error,['no function generated'],/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_17.log,ZH
,copilot,plan,13.0,0.24,Warning Exists,"['Set /Actuator/Light/LivingRoom/1 light brightness level to MEDIUM || Set /Actuator/Light/LivingRoom/2 light brightness level to MEDIUM || Set /Actuator/Light/Bedroom/1 light brightness level to MEDIUM || Set /Actuator/Light/Bedroom/2 light brightness level to MEDIUM', '/Actuator/Light/LivingRoom/1 is turned off.', '/Actuator/Light/LivingRoom/2 is turned off.', '/Actuator/Light/Bedroom/1 is turned off.', '/Actuator/Light/Bedroom/2 is turned off.', '/Actuator/Light/Kitchen/1 is turned off.', '/Actuator/Light/Bathroom/1 is turned off.', 'Lock the door /Actuator/Door/LivingRoom/1.', '/Actuator/SmartSocket/LivingRoom/1 is turned off.', '/Actuator/SmartSocket/LivingRoom/2 is turned off.', '/Actuator/SmartSocket/Bedroom/1 is turned off.', '/Actuator/SmartSocket/Bedroom/2 is turned off.', '/Actuator/SmartSocket/Kitchen/1 is turned off.', '/Actuator/SmartSocket/Kitchen/2 is turned off.', '/Actuator/SmartSocket/Kitchen/3 is turned off.', '/Actuator/SmartSocket/Bathroom/1 is turned off.', '/Actuator/SmartSocket/Bathroom/2 is turned off.', 'Set /Actuator/Light/LivingRoom/1 light brightness level to LOW || Set /Actuator/Light/LivingRoom/2 light brightness level to LOW', '/Actuator/SmartTV/LivingRoom/1 is turned on.']",/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_13.log,ZH
,copilot,plan,12.0,0.9091,No Error & Warning,['/Actuator/Door/LivingRoom/1.'],/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_12.log,ZH
,copilot,plan,10.0,0.0,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/copilot_functions/plan/copilot_plan_10.log,ZH
